22.100000    | 0.159402    0.332362    | -0.491762    -0.160060    
22.200000    | 0.191753    0.314419    | -0.506170    -0.128080    
22.300000    | 0.222241    0.295141    | -0.517380    -0.096154    
22.400000    | 0.250741    0.274669    | -0.525408    -0.064460    
22.500000    | 0.277140    0.253148    | -0.530286    -0.033171    
22.600000    | 0.301341    0.230723    | -0.532061    -0.002452    
22.700000    | 0.323260    0.207543    | -0.530800    0.027536    
22.800000    | 0.342829    0.183757    | -0.526583    0.056643    
22.900000    | 0.359996    0.159513    | -0.519506    0.084727    
23.000000    | 0.374721    0.134958    | -0.509677    0.111654    
23.100000    | 0.386982    0.110238    | -0.497218    0.137301    
23.200000    | 0.396768    0.085497    | -0.482263    0.161554    
23.300000    | 0.404085    0.060874    | -0.464957    0.184311    
23.400000    | 0.408951    0.036505    | -0.445454    0.205480    
23.500000    | 0.411399    0.012520    | -0.423916    0.224980    
23.600000    | 0.411472    -0.010955    | -0.400516    0.242743    
23.700000    | 0.409229    -0.033799    | -0.375428    0.258709    
23.800000    | 0.404737    -0.055900    | -0.348835    0.272833    
23.900000    | 0.398077    -0.077152    | -0.320924    0.285080    
24.000000    | 0.389339    -0.097454    | -0.291882    0.295427    
24.100000    | 0.378621    -0.116717    | -0.261902    0.303861    
24.200000    | 0.366033    -0.134857    | -0.231174    0.310381    
24.300000    | 0.351690    -0.151799    | -0.199889    0.314997    
24.400000    | 0.335715    -0.167476    | -0.168238    0.317728    
24.500000    | 0.318239    -0.181832    | -0.136406    0.318606    
24.600000    | 0.299395    -0.194816    | -0.104577    0.317670    
24.700000    | 0.279322    -0.206391    | -0.072930    0.314969    
24.800000    | 0.258164    -0.216524    | -0.041640    0.310562    
24.900000    | 0.236066    -0.225193    | -0.010873    0.304514    
25.000000    | 0.213175    -0.232385    | 0.019211    0.296899    
25.100000    | 0.189639    -0.238096    | 0.048457    0.287797    
25.200000    | 0.165605    -0.242328    | 0.076723    0.277297    
25.300000    | 0.141222    -0.245095    | 0.103873    0.265491    
25.400000    | 0.116634    -0.246416    | 0.129781    0.252477    
25.500000    | 0.091986    -0.246318    | 0.154332    0.238358    
25.600000    | 0.067417    -0.244837    | 0.177420    0.223239    
25.700000    | 0.043063    -0.242014    | 0.198950    0.207231    
25.800000    | 0.019057    -0.237898    | 0.218840    0.190444    
25.900000    | -0.004475    -0.232543    | 0.237017    0.172992    
26.000000    | -0.027412    -0.226009    | 0.253420    0.154989    
26.100000    | -0.049639    -0.218361    | 0.268000    0.136550    
26.200000    | -0.071049    -0.209671    | 0.280719    0.117790    
26.300000    | -0.091541    -0.200011    | 0.291551    0.098820    
26.400000    | -0.111022    -0.189459    | 0.300480    0.079755    
26.500000    | -0.129406    -0.178097    | 0.307502    0.060702    
26.600000    | -0.146617    -0.166009    | 0.312624    0.041768    
26.700000    | -0.162586    -0.153278    | 0.315864    0.023059    
26.800000    | -0.177254    -0.139994    | 0.317247    0.004672    
26.900000    | -0.190570    -0.126244    | 0.316812    -0.013295    
27.000000    | -0.202490    -0.112116    | 0.314605    -0.030753    
27.100000    | -0.212983    -0.097699    | 0.310681    -0.047615    
27.200000    | -0.222024    -0.083082    | 0.305104    -0.063801    
27.300000    | -0.229596    -0.068352    | 0.297946    -0.079236    
27.400000    | -0.235693    -0.053593    | 0.289285    -0.093851    
27.500000    | -0.240316    -0.038890    | 0.279205    -0.107584    
27.600000    | -0.243476    -0.024325    | 0.267799    -0.120380    
27.700000    | -0.245189    -0.009975    | 0.255162    -0.132188    
27.800000    | -0.245480    0.004083    | 0.241396    -0.142967    
27.900000    | -0.244384    0.017778    | 0.226604    -0.152680    
28.000000    | -0.241939    0.031042    | 0.210896    -0.161299    
28.100000    | -0.238192    0.043809    | 0.194382    -0.168802    
28.200000    | -0.233196    0.056021    | 0.177174    -0.175174    
28.300000    | -0.227008    0.067622    | 0.159385    -0.180405    
28.400000    | -0.219693    0.078562    | 0.141131    -0.184495    
28.500000    | -0.211320    0.088795    | 0.122524    -0.187448    
28.600000    | -0.201959    0.098280    | 0.103679    -0.189274    
28.700000    | -0.191690    0.106983    | 0.084706    -0.189992    
28.800000    | -0.180590    0.114873    | 0.065717    -0.189623    
28.900000    | -0.168743    0.121925    | 0.046817    -0.188196    
29.000000    | -0.156234    0.128121    | 0.028112    -0.185744    
29.100000    | -0.143148    0.133446    | 0.009701    -0.182307    
29.200000    | -0.129574    0.137892    | -0.008319    -0.177928    
29.300000    | -0.115599    0.141453    | -0.025855    -0.172653    
29.400000    | -0.101312    0.144133    | -0.042821    -0.166535    
29.500000    | -0.086802    0.145937    | -0.059136    -0.159628    
29.600000    | -0.072154    0.146876    | -0.074722    -0.151990    
29.700000    | -0.057455    0.146966    | -0.089511    -0.143682    
29.800000    | -0.042788    0.146227    | -0.103438    -0.134766    
29.900000    | -0.028236    0.144683    | -0.116446    -0.125308    
30.000000    | -0.013878    0.142362    | -0.128484    -0.115374    
30.100000    | 0.000211    0.139296    | -0.139507    -0.105032    
30.200000    | 0.013958    0.135521    | -0.149479    -0.094349    
30.300000    | 0.027293    0.131075    | -0.158368    -0.083393    
30.400000    | 0.040152    0.125999    | -0.166151    -0.072234    
30.500000    | 0.052474    0.120337    | -0.172810    -0.060939    
30.600000    | 0.064202    0.114135    | -0.178336    -0.049574    
30.700000    | 0.075284    0.107441    | -0.182725    -0.038205    
30.800000    | 0.085675    0.100305    | -0.185979    -0.026897    
30.900000    | 0.095332    0.092777    | -0.188109    -0.015712    
31.000000    | 0.104219    0.084909    | -0.189128    -0.004708    
31.100000    | 0.112305    0.076755    | -0.189058    0.006055    
31.200000    | 0.119562    0.068365    | -0.187927    0.016524    
31.300000    | 0.125972    0.059794    | -0.185765    0.026646    
31.400000    | 0.131517    0.051095    | -0.182611    0.036373    
31.500000    | 0.136188    0.042318    | -0.178505    0.045660    
31.600000    | 0.139980    0.033516    | -0.173495    0.054465    
31.700000    | 0.142892    0.024738    | -0.167629    0.062751    
31.800000    | 0.144930    0.016034    | -0.160963    0.070483    
31.900000    | 0.146103    0.007450    | -0.153552    0.077631    
32.000000    | 0.146425    -0.000967    | -0.145457    0.084169    
32.100000    | 0.145916    -0.009176    | -0.136739    0.090076    
32.200000    | 0.144598    -0.017134    | -0.127464    0.095332    
32.300000    | 0.142499    -0.024803    | -0.117695    0.099925    
32.400000    | 0.139649    -0.032147    | -0.107501    0.103844    
32.500000    | 0.136082    -0.039132    | -0.096949    0.107085    
32.600000    | 0.131835    -0.045728    | -0.086107    0.109644    
32.700000    | 0.126950    -0.051907    | -0.075043    0.111524    
32.800000    | 0.121469    -0.057644    | -0.063824    0.112732    
32.900000    | 0.115437    -0.062918    | -0.052518    0.113276    
33.000000    | 0.108901    -0.067710    | -0.041191    0.113169    
33.100000    | 0.101911    -0.072005    | -0.029906    0.112428    
33.200000    | 0.094517    -0.075791    | -0.018726    0.111073    
33.300000    | 0.086770    -0.079059    | -0.007711    0.109125    
33.400000    | 0.078723    -0.081803    | 0.003080    0.106611    
33.500000    | 0.070427    -0.084020    | 0.013593    0.103558    
33.600000    | 0.061936    -0.085711    | 0.023775    0.099995    
33.700000    | 0.053302    -0.086879    | 0.033576    0.095957    
33.800000    | 0.044578    -0.087529    | 0.042952    0.091476    
33.900000    | 0.035814    -0.087672    | 0.051858    0.086590    
34.000000    | 0.027060    -0.087317    | 0.060257    0.081334    
34.100000    | 0.018366    -0.086480    | 0.068114    0.075748    
34.200000    | 0.009779    -0.085177    | 0.075397    0.069871    
34.300000    | 0.001346    -0.083426    | 0.082080    0.063743    
34.400000    | -0.006891    -0.081248    | 0.088139    0.057405    
34.500000    | -0.014890    -0.078665    | 0.093555    0.050898    
34.600000    | -0.022612    -0.075703    | 0.098314    0.044261    
34.700000    | -0.030019    -0.072386    | 0.102405    0.037537    
34.800000    | -0.037078    -0.068742    | 0.105820    0.030764    
34.900000    | -0.043758    -0.064800    | 0.108557    0.023981    
35.000000    | -0.050029    -0.060588    | 0.110617    0.017228    
35.100000    | -0.055867    -0.056138    | 0.112005    0.010542    
35.200000    | -0.061250    -0.051480    | 0.112729    0.003958    
35.300000    | -0.066157    -0.046644    | 0.112801    -0.002488    
35.400000    | -0.070574    -0.041664    | 0.112237    -0.008765    
35.500000    | -0.074486    -0.036569    | 0.111055    -0.014840    
35.600000    | -0.077885    -0.031392    | 0.109277    -0.020684    
35.700000    | -0.080763    -0.026164    | 0.106927    -0.026271    
35.800000    | -0.083117    -0.020915    | 0.104032    -0.031575    
35.900000    | -0.084946    -0.015676    | 0.100622    -0.036572    
36.000000    | -0.086254    -0.010475    | 0.096728    -0.041243    
36.100000    | -0.087044    -0.005342    | 0.092385    -0.045569    
36.200000    | -0.087325    -0.000302    | 0.087627    -0.049533    
36.300000    | -0.087108    0.004617    | 0.082491    -0.053123    
36.400000    | -0.086406    0.009391    | 0.077015    -0.056327    
36.500000    | -0.085236    0.013997    | 0.071238    -0.059136    
36.600000    | -0.083613    0.018412    | 0.065201    -0.061545    
36.700000    | -0.081560    0.022617    | 0.058943    -0.063549    
36.800000    | -0.079098    0.026593    | 0.052505    -0.065147    
36.900000    | -0.076250    0.030323    | 0.045927    -0.066340    
37.000000    | -0.073042    0.033791    | 0.039250    -0.067131    
37.100000    | -0.069501    0.036986    | 0.032514    -0.067524    
37.200000    | -0.065654    0.039896    | 0.025758    -0.067529    
37.300000    | -0.061531    0.042510    | 0.019021    -0.067153    
37.400000    | -0.057162    0.044822    | 0.012340    -0.066409    
37.500000    | -0.052577    0.046826    | 0.005751    -0.065309    
37.600000    | -0.047807    0.048518    | -0.000710    -0.063868    
37.700000    | -0.042884    0.049896    | -0.007012    -0.062102    
37.800000    | -0.037839    0.050959    | -0.013121    -0.060030    
37.900000    | -0.032703    0.051711    | -0.019008    -0.057671    
38.000000    | -0.027507    0.052153    | -0.024646    -0.055044    
38.100000    | -0.022282    0.052291    | -0.030009    -0.052171    
38.200000    | -0.017059    0.052131    | -0.035073    -0.049074    
38.300000    | -0.011866    0.051682    | -0.039817    -0.045775    
38.400000    | -0.006732    0.050953    | -0.044222    -0.042300    
38.500000    | -0.001684    0.049955    | -0.048271    -0.038670    
38.600000    | 0.003251    0.048701    | -0.051951    -0.034911    
38.700000    | 0.008048    0.047202    | -0.055250    -0.031046    
38.800000    | 0.012684    0.045474    | -0.058158    -0.027100    
38.900000    | 0.017136    0.043533    | -0.060668    -0.023097    
39.000000    | 0.021384    0.041393    | -0.062776    -0.019061    
39.100000    | 0.025408    0.039072    | -0.064480    -0.015016    
39.200000    | 0.029193    0.036588    | -0.065780    -0.010984    
39.300000    | 0.032721    0.033957    | -0.066678    -0.006988    
39.400000    | 0.035980    0.031200    | -0.067179    -0.003049    
39.500000    | 0.038957    0.028334    | -0.067291    0.000811    
39.600000    | 0.041644    0.025377    | -0.067021    0.004573    
39.700000    | 0.044030    0.022350    | -0.066380    0.008219    
39.800000    | 0.046112    0.019270    | -0.065381    0.011730    
39.900000    | 0.047883    0.016156    | -0.064039    0.015090    
40.000000    | 0.049342    0.013027    | -0.062369    0.018284    
40.100000    | 0.050489    0.009900    | -0.060388    0.021297    
40.200000    | 0.051323    0.006793    | -0.058116    0.024118    
40.300000    | 0.051848    0.003723    | -0.055571    0.026735    
40.400000    | 0.052069    0.000707    | -0.052776    0.029138    
40.500000    | 0.051992    -0.002241    | -0.049751    0.031319    
40.600000    | 0.051624    -0.005104    | -0.046520    0.033270    
40.700000    | 0.050975    -0.007869    | -0.043105    0.034988    
40.800000    | 0.050054    -0.010524    | -0.039530    0.036467    
40.900000    | 0.048874    -0.013054    | -0.035820    0.037705    
41.000000    | 0.047448    -0.015450    | -0.031997    0.038700    
41.100000    | 0.045789    -0.017701    | -0.028088    0.039454    
41.200000    | 0.043913    -0.019798    | -0.024114    0.039968    
41.300000    | 0.041835    -0.021733    | -0.020102    0.040245    
41.400000    | 0.039572    -0.023498    | -0.016073    0.040288    
41.500000    | 0.037141    -0.025089    | -0.012052    0.040103    
41.600000    | 0.034560    -0.026500    | -0.008060    0.039698    
41.700000    | 0.031847    -0.027727    | -0.004119    0.039079    
41.800000    | 0.029021    -0.028769    | -0.000251    0.038255    
41.900000    | 0.026099    -0.029624    | 0.003525    0.037235    
42.000000    | 0.023102    -0.030292    | 0.007190    0.036031    
42.100000    | 0.020047    -0.030773    | 0.010725    0.034653    
42.200000    | 0.016954    -0.031069    | 0.014115    0.033114    
42.300000    | 0.013840    -0.031183    | 0.017343    0.031426    
42.400000    | 0.010723    -0.031119    | 0.020396    0.029601    
42.500000    | 0.007622    -0.030881    | 0.023259    0.027655    
42.600000    | 0.004552    -0.030475    | 0.025923    0.025599    
42.700000    | 0.001532    -0.029908    | 0.028376    0.023450    
42.800000    | -0.001424    -0.029186    | 0.030610    0.021221    
42.900000    | -0.004300    -0.028318    | 0.032618    0.018926    
43.000000    | -0.007083    -0.027311    | 0.034394    0.016580    
43.100000    | -0.009758    -0.026175    | 0.035933    0.014198    
43.200000    | -0.012314    -0.024919    | 0.037233    0.011794    
43.300000    | -0.014738    -0.023553    | 0.038291    0.009381    
43.400000    | -0.017021    -0.022088    | 0.039109    0.006974    
43.500000    | -0.019153    -0.020534    | 0.039687    0.004587    
43.600000    | -0.021125    -0.018902    | 0.040027    0.002231    
43.700000    | -0.022931    -0.017203    | 0.040135    -0.000081    
43.800000    | -0.024564    -0.015449    | 0.040013    -0.002335    
43.900000    | -0.026020    -0.013650    | 0.039670    -0.004523    
44.000000    | -0.027293    -0.011818    | 0.039111    -0.006631    
44.100000    | -0.028383    -0.009964    | 0.038346    -0.008652    
44.200000    | -0.029286    -0.008099    | 0.037384    -0.010575    
44.300000    | -0.030002    -0.006233    | 0.036235    -0.012391    
44.400000    | -0.030533    -0.004377    | 0.034910    -0.014094    
44.500000    | -0.030878    -0.002542    | 0.033420    -0.015677    
44.600000    | -0.031042    -0.000737    | 0.031779    -0.017133    
44.700000    | -0.031027    0.001029    | 0.029998    -0.018457    
44.800000    | -0.030838    0.002746    | 0.028092    -0.019646    
44.900000    | -0.030480    0.004406    | 0.026074    -0.020695    
45.000000    | -0.029959    0.006001    | 0.023958    -0.021602    
