0.000000    |  0.000000    10.000000  
0.100000    |  0.951550    9.951631  
0.200000    |  1.812076    9.812724  
0.300000    |  2.588979    9.592002  
0.400000    |  3.288377    9.297511  
0.500000    |  3.915315    8.936741  
0.600000    |  4.473979    8.516723  
0.700000    |  4.967878    8.044103  
0.800000    |  5.399997    7.525206  
0.900000    |  5.772921    6.966077  
1.000000    |  6.088939    6.372518  
1.100000    |  6.350127    5.750116  
1.200000    |  6.558423    5.104256  
1.300000    |  6.715681    4.440133  
1.400000    |  6.823716    3.762760  
1.500000    |  6.884338    3.076970  
1.600000    |  6.899387    2.387412  
1.700000    |  6.870745    1.698549  
1.800000    |  6.800357    1.014655  
1.900000    |  6.690238    0.339802  
2.000000    |  6.542480    -0.322138  
2.100000    |  6.359256    -0.967511  
2.200000    |  6.142814    -1.592882  
2.300000    |  5.895477    -2.195044  
2.400000    |  5.619640    -2.771027  
2.500000    |  5.317755    -3.318104  
2.600000    |  4.992331    -3.833794  
2.700000    |  4.645918    -4.315870  
2.800000    |  4.281099    -4.762364  
2.900000    |  3.900478    -5.171564  
3.000000    |  3.506666    -5.542020  
3.100000    |  3.102273    -5.872544  
3.200000    |  2.689894    -6.162208  
3.300000    |  2.272092    -6.410342  
3.400000    |  1.851396    -6.616530  
3.500000    |  1.430277    -6.780607  
3.600000    |  1.011147    -6.902652  
3.700000    |  0.596342    -6.982981  
3.800000    |  0.188113    -7.022140  
3.900000    |  -0.211386    -7.020895  
4.000000    |  -0.600101    -6.980222  
4.100000    |  -0.976094    -6.901299  
4.200000    |  -1.337548    -6.785488  
4.300000    |  -1.682771    -6.634330  
4.400000    |  -2.010206    -6.449527  
4.500000    |  -2.318435    -6.232929  
4.600000    |  -2.606185    -5.986523  
4.700000    |  -2.872326    -5.712413  
4.800000    |  -3.115882    -5.412811  
4.900000    |  -3.336026    -5.090017  
5.000000    |  -3.532083    -4.746409  
5.100000    |  -3.703531    -4.384421  
5.200000    |  -3.850000    -4.006535  
5.300000    |  -3.971268    -3.615261  
5.400000    |  -4.067263    -3.213124  
5.500000    |  -4.138054    -2.802649  
5.600000    |  -4.183854    -2.386347  
5.700000    |  -4.205008    -1.966700  
5.800000    |  -4.201995    -1.546151  
5.900000    |  -4.175414    -1.127087  
6.000000    |  -4.125987    -0.711829  
6.100000    |  -4.054544    -0.302623  
6.200000    |  -3.962020    0.098377  
6.300000    |  -3.849445    0.489112  
6.400000    |  -3.717939    0.867635  
6.500000    |  -3.568699    1.232109  
6.600000    |  -3.402994    1.580825  
6.700000    |  -3.222155    1.912203  
6.800000    |  -3.027567    2.224798  
6.900000    |  -2.820656    2.517306  
7.000000    |  -2.602885    2.788567  
7.100000    |  -2.375742    3.037571  
7.200000    |  -2.140733    3.263454  
7.300000    |  -1.899369    3.465505  
7.400000    |  -1.653163    3.643166  
7.500000    |  -1.403618    3.796027  
7.600000    |  -1.152217    3.923828  
7.700000    |  -0.900421    4.026457  
7.800000    |  -0.649656    4.103946  
7.900000    |  -0.401307    4.156469  
8.000000    |  -0.156714    4.184333  
8.100000    |  0.082838    4.187980  
8.200000    |  0.316124    4.167974  
8.300000    |  0.541982    4.125003  
8.400000    |  0.759322    4.059862  
8.500000    |  0.967127    3.973456  
8.600000    |  1.164459    3.866786  
8.700000    |  1.350461    3.740942  
8.800000    |  1.524361    3.597097  
8.900000    |  1.685474    3.436496  
9.000000    |  1.833202    3.260448  
9.100000    |  1.967039    3.070319  
9.200000    |  2.086567    2.867518  
9.300000    |  2.191461    2.653493  
9.400000    |  2.281486    2.429721  
9.500000    |  2.356493    2.197697  
9.600000    |  2.416426    1.958925  
9.700000    |  2.461312    1.714913  
9.800000    |  2.491262    1.467161  
9.900000    |  2.506470    1.217152  
10.000000    |  2.507208    0.966349  
10.100000    |  2.493820    0.716182  
10.200000    |  2.466726    0.468042  
10.300000    |  2.426408    0.223277  
10.400000    |  2.373415    -0.016817  
10.500000    |  2.308351    -0.251003  
10.600000    |  2.231875    -0.478107  
10.700000    |  2.144692    -0.697021  
10.800000    |  2.047554    -0.906713  
10.900000    |  1.941247    -1.106226  
11.000000    |  1.826592    -1.294684  
11.100000    |  1.704436    -1.471295  
11.200000    |  1.575647    -1.635350  
11.300000    |  1.441112    -1.786233  
11.400000    |  1.301726    -1.923411  
11.500000    |  1.158391    -2.046446  
11.600000    |  1.012009    -2.154988  
11.700000    |  0.863477    -2.248776  
11.800000    |  0.713684    -2.327641  
11.900000    |  0.563502    -2.391500  
12.000000    |  0.413785    -2.440357  
12.100000    |  0.265366    -2.474300  
12.200000    |  0.119048    -2.493500  
12.300000    |  -0.024398    -2.498206  
12.400000    |  -0.164233    -2.488741  
12.500000    |  -0.299757    -2.465503  
12.600000    |  -0.430314    -2.428955  
12.700000    |  -0.555289    -2.379626  
12.800000    |  -0.674113    -2.318103  
12.900000    |  -0.786267    -2.245026  
13.000000    |  -0.891281    -2.161087  
13.100000    |  -0.988738    -2.067022  
13.200000    |  -1.078272    -1.963604  
13.300000    |  -1.159572    -1.851642  
13.400000    |  -1.232378    -1.731973  
13.500000    |  -1.296488    -1.605456  
13.600000    |  -1.351750    -1.472970  
13.700000    |  -1.398069    -1.335404  
13.800000    |  -1.435401    -1.193656  
13.900000    |  -1.463752    -1.048624  
14.000000    |  -1.483181    -0.901203  
14.100000    |  -1.493794    -0.752281  
14.200000    |  -1.495745    -0.602733  
14.300000    |  -1.489234    -0.453415  
14.400000    |  -1.474501    -0.305160  
14.500000    |  -1.451829    -0.158779  
14.600000    |  -1.421537    -0.015049  
14.700000    |  -1.383980    0.125286  
14.800000    |  -1.339546    0.261518  
14.900000    |  -1.288650    0.392980  
15.000000    |  -1.231737    0.519047  
15.100000    |  -1.169271    0.639142  
15.200000    |  -1.101739    0.752733  
15.300000    |  -1.029643    0.859338  
15.400000    |  -0.953499    0.958526  
15.500000    |  -0.873835    1.049920  
15.600000    |  -0.791183    1.133194  
15.700000    |  -0.706080    1.208075  
15.800000    |  -0.619066    1.274346  
15.900000    |  -0.530675    1.331842  
16.000000    |  -0.441438    1.380453  
16.100000    |  -0.351879    1.420119  
16.200000    |  -0.262508    1.450835  
16.300000    |  -0.173825    1.472644  
16.400000    |  -0.086310    1.485639  
16.500000    |  -0.000429    1.489960  
16.600000    |  0.083375    1.485794  
16.700000    |  0.164680    1.473369  
16.800000    |  0.243091    1.452955  
16.900000    |  0.318235    1.424860  
17.000000    |  0.389769    1.389428  
17.100000    |  0.457377    1.347037  
17.200000    |  0.520776    1.298093  
17.300000    |  0.579709    1.243030  
17.400000    |  0.633954    1.182307  
17.500000    |  0.683318    1.116402  
17.600000    |  0.727642    1.045812  
17.700000    |  0.766799    0.971046  
17.800000    |  0.800693    0.892628  
17.900000    |  0.829262    0.811085  
18.000000    |  0.852473    0.726954  
18.100000    |  0.870326    0.640769  
18.200000    |  0.882849    0.553066  
18.300000    |  0.890102    0.464375  
18.400000    |  0.892171    0.375219  
18.500000    |  0.889171    0.286110  
18.600000    |  0.881240    0.197549  
18.700000    |  0.868543    0.110021  
18.800000    |  0.851266    0.023993  
18.900000    |  0.829618    -0.060087  
19.000000    |  0.803827    -0.141792  
19.100000    |  0.774137    -0.220722  
19.200000    |  0.740811    -0.296499  
19.300000    |  0.704123    -0.368772  
19.400000    |  0.664362    -0.437221  
19.500000    |  0.621826    -0.501552  
19.600000    |  0.576821    -0.561504  
19.700000    |  0.529660    -0.616844  
19.800000    |  0.480661    -0.667374  
19.900000    |  0.430144    -0.712926  
20.000000    |  0.378430    -0.753363  
20.100000    |  0.325839    -0.788583  
20.200000    |  0.272688    -0.818512  
20.300000    |  0.219290    -0.843112  
20.400000    |  0.165951    -0.862372  
20.500000    |  0.112970    -0.876314  
20.600000    |  0.060636    -0.884988  
20.700000    |  0.009228    -0.888472  
20.800000    |  -0.040987    -0.886873  
20.900000    |  -0.089756    -0.880323  
21.000000    |  -0.136839    -0.868978  
21.100000    |  -0.182012    -0.853019  
21.200000    |  -0.225067    -0.832647  
21.300000    |  -0.265813    -0.808083  
21.400000    |  -0.304077    -0.779567  
21.500000    |  -0.339703    -0.747355  
21.600000    |  -0.372556    -0.711719  
21.700000    |  -0.402517    -0.672941  
21.800000    |  -0.429487    -0.631315  
21.900000    |  -0.453388    -0.587145  
22.000000    |  -0.474160    -0.540742  
22.100000    |  -0.491761    -0.492419  
22.200000    |  -0.506168    -0.442496  
22.300000    |  -0.517379    -0.391292  
22.400000    |  -0.525407    -0.339126  
22.500000    |  -0.530285    -0.286316  
22.600000    |  -0.532061    -0.233173  
22.700000    |  -0.530801    -0.180005  
22.800000    |  -0.526584    -0.127111  
22.900000    |  -0.519507    -0.074783  
23.000000    |  -0.509678    -0.023302  
23.100000    |  -0.497219    0.027065  
23.200000    |  -0.482265    0.076059  
23.300000    |  -0.464959    0.123439  
23.400000    |  -0.445456    0.168978  
23.500000    |  -0.423919    0.212463  
23.600000    |  -0.400518    0.253699  
23.700000    |  -0.375430    0.292510  
23.800000    |  -0.348838    0.328735  
23.900000    |  -0.320927    0.362234  
24.000000    |  -0.291885    0.392883  
24.100000    |  -0.261905    0.420579  
24.200000    |  -0.231177    0.445239  
24.300000    |  -0.199893    0.466796  
24.400000    |  -0.168241    0.485205  
24.500000    |  -0.136409    0.500438  
24.600000    |  -0.104580    0.512487  
24.700000    |  -0.072934    0.521360  
24.800000    |  -0.041643    0.527086  
24.900000    |  -0.010876    0.529707  
25.000000    |  0.019208    0.529284  
25.100000    |  0.048455    0.525893  
25.200000    |  0.076721    0.519625  
25.300000    |  0.103871    0.510586  
25.400000    |  0.129779    0.498893  
25.500000    |  0.154330    0.484675  
25.600000    |  0.177418    0.468075  
25.700000    |  0.198948    0.449244  
25.800000    |  0.218838    0.428341  
25.900000    |  0.237015    0.405533  
26.000000    |  0.253418    0.380997  
26.100000    |  0.267999    0.354910  
26.200000    |  0.280718    0.327459  
26.300000    |  0.291550    0.298830  
26.400000    |  0.300479    0.269212  
26.500000    |  0.307502    0.238797  
26.600000    |  0.312624    0.207775  
26.700000    |  0.315863    0.176335  
26.800000    |  0.317247    0.144665  
26.900000    |  0.316812    0.112947  
27.000000    |  0.314605    0.081361  
27.100000    |  0.310682    0.050083  
27.200000    |  0.305105    0.019280  
27.300000    |  0.297947    -0.010885  
27.400000    |  0.289286    -0.040259  
27.500000    |  0.279206    -0.068695  
27.600000    |  0.267800    -0.096056  
27.700000    |  0.255164    -0.122214  
27.800000    |  0.241397    -0.147051  
27.900000    |  0.226606    -0.170460  
28.000000    |  0.210898    -0.192342  
28.100000    |  0.194383    -0.212612  
28.200000    |  0.177175    -0.231196  
28.300000    |  0.159387    -0.248028  
28.400000    |  0.141132    -0.263057  
28.500000    |  0.122526    -0.276243  
28.600000    |  0.103681    -0.287555  
28.700000    |  0.084708    -0.296975  
28.800000    |  0.065718    -0.304496  
28.900000    |  0.046819    -0.310121  
29.000000    |  0.028113    -0.313866  
29.100000    |  0.009703    -0.315754  
29.200000    |  -0.008317    -0.315819  
29.300000    |  -0.025853    -0.314107  
29.400000    |  -0.042819    -0.310668  
29.500000    |  -0.059134    -0.305564  
29.600000    |  -0.074721    -0.298865  
29.700000    |  -0.089510    -0.290647  
29.800000    |  -0.103437    -0.280992  
29.900000    |  -0.116445    -0.269990  
30.000000    |  -0.128483    -0.257736  
30.100000    |  -0.139506    -0.244327  
30.200000    |  -0.149478    -0.229869  
30.300000    |  -0.158367    -0.214468  
30.400000    |  -0.166150    -0.198233  
30.500000    |  -0.172810    -0.181275  
30.600000    |  -0.178336    -0.163709  
30.700000    |  -0.182725    -0.145646  
30.800000    |  -0.185979    -0.127201  
30.900000    |  -0.188108    -0.108488  
31.000000    |  -0.189128    -0.089617  
31.100000    |  -0.189058    -0.070698  
31.200000    |  -0.187927    -0.051840  
31.300000    |  -0.185765    -0.033147  
31.400000    |  -0.182611    -0.014720  
31.500000    |  -0.178506    0.003343  
31.600000    |  -0.173495    0.020950  
31.700000    |  -0.167630    0.038014  
31.800000    |  -0.160964    0.054450  
31.900000    |  -0.153553    0.070182  
32.000000    |  -0.145458    0.085138  
